proverb,normalized,source,tokens
شمر، جلودارش نمیشه,شمر جلودار نمیشه,dyanati_proverb,"['شمر', 'جلودار', 'نمیشه']"
شش ماهه به دنیا آمدن,شش ماهه به دنیا امدن,dyanati_proverb,"['شش', 'ماهه', 'به', 'دنیا', 'امدن']"
شیطان با مخلصان بر نمی آید و سلطان با مفلسان,شیطان با مخلص بر نمی‌اید و سلطان با مفلس,dyanati_proverb,"['شیطان', 'با', 'مخلص', 'بر', 'نمیاید', 'و', 'سلطان', 'با', 'مف', '##لس']"
شوی زن زشت روی و نابینا به,شد#شو زن زشت روی و نابینا به,dyanati_proverb,"['شد', '[UNK]', 'شو', 'زن', 'زشت', 'روی', 'و', 'نابینا', 'به']"
شام و ناهار هیچ چیز ، آفتابه لگن هفت دست,شام و ناهار هیچ‌چیز افتابه لگن هفت دست,dyanati_proverb,"['شام', 'و', 'ناهار', 'هیچچیز', 'افتابه', 'لگن', 'هفت', 'دست']"
شیطان را درس دادن,شیطان را درس دادن,dyanati_proverb,"['شیطان', 'را', 'درس', 'دادن']"
صابونش به جامه ی کسی خوردن,صابون به جامه کسی خوردن,dyanati_proverb,"['صابون', 'به', 'جامه', 'کسی', 'خوردن']"
صد سال گدایی کرد امّا شب جمعه را نمیداند,صد سال گدایی کرد#کن اما شب جمعه را دانست#دان,dyanati_proverb,"['صد', 'سال', 'گدایی', 'کرد', '[UNK]', 'کن', 'اما', 'شب', 'جمعه', 'را', 'دانست', '[UNK]', 'دان']"
صورتش را با سیلی سرخ نگاه می دارد,صورتش را با سیلی سرخ نگاه داشت#دار,dyanati_proverb,"['صورتش', 'را', 'با', 'سیلی', 'سرخ', 'نگاه', 'داشت', '[UNK]', 'دار']"
صیاد بی روزی در دجله نگیرد و ماهی بی اجل بر خشک نمیرد,صیاد بی روزید#روز در دجله گرفت#گیر و ماهی بی اجل بر خشک مرد#میر,dyanati_proverb,"['صیاد', 'بی', 'روزی', '##د', '[UNK]', 'روز', 'در', 'دجله', 'گرفت', '[UNK]', 'گیر', 'و', 'ماهی', 'بی', 'اجل', 'بر', 'خشک', 'مرد', '[UNK]', 'میر']"
صاحبدلی به مدرسه آمد ز خانقاه بشکست عهد صحبت اهل طریق را,صاحبدل به مدرسه امد ز خانقاه بشکست عهد صحبت اهل طریق را,dyanati_proverb,"['صاحب', '##دل', 'به', 'مدرسه', 'امد', 'ز', 'خانقاه', 'بشک', '##ست', 'عهد', 'صحبت', 'اهل', 'طریق', 'را']"
صدا از ته چاه بر آمدن,صدا از ته چاه بر امدن,dyanati_proverb,"['صدا', 'از', 'ته', 'چاه', 'بر', 'امدن']"
صبر ایّوب داشتن,صبر ایوب داشتن,dyanati_proverb,"['صبر', 'ایوب', 'داشتن']"
ضامن روزی بود روزی رسان,ضامن روزید#روز بود#است روزی‌رسان,dyanati_proverb,"['ضامن', 'روزی', '##د', '[UNK]', 'روز', 'بود', '[UNK]', 'است', 'روزی', '##رسان']"
ضرب، ضرب اول,ضرب ضرب اول,dyanati_proverb,"['ضرب', 'ضرب', 'اول']"
طوطی وار یاد گرفتن,طوطی‌وار یاد گرفتن,dyanati_proverb,"['طوطی', '##وار', 'یاد', 'گرفتن']"
طمع را سه حرف است هر سه تهی,طمع را سه حرف است هر سه تهی,dyanati_proverb,"['طمع', 'را', 'سه', 'حرف', 'است', 'هر', 'سه', 'تهی']"
طناب مفت را کردید خود را به دار زد,طناب مفت را کرد#کن خود را به دار زد#زن,dyanati_proverb,"['طناب', 'مفت', 'را', 'کرد', '[UNK]', 'کن', 'خود', 'را', 'به', 'دار', 'زد', '[UNK]', 'زن']"
طبل تو خالیست,طبل تو خالیست,dyanati_proverb,"['طبل', 'تو', 'خالیست']"
طاووس را به نقش و نگاری که هست خلق تحسین کنند و او خجل از پای زشت خویش,طاووس را به نقش و نگاری که هست خلق تحسین کرد#کن و او خجل از پای زشت خویش,dyanati_proverb,"['طاووس', 'را', 'به', 'نقش', 'و', 'نگاری', 'که', 'هست', 'خلق', 'تحسین', 'کرد', '[UNK]', 'کن', 'و', 'او', 'خجل', 'از', 'پای', 'زشت', 'خویش']"
عمر نوح نداشتن,عمر نوح نداشتن,dyanati_proverb,"['عمر', 'نوح', 'نداشتن']"
عجله کار شیطونه,عجله کار شیطونه,dyanati_proverb,"['عجله', 'کار', 'شیطون', '##ه']"
عاقبت حق به حقدار رسید,عاقبت حق به حقدار رسید,dyanati_proverb,"['عاقبت', 'حق', 'به', 'حقدار', 'رسید']"
عروس تعریفی آخرش شلخته در می آید,عروس تعریف اخر شلخته در می‌اید,dyanati_proverb,"['عروس', 'تعریف', 'اخر', 'شلخته', 'در', 'میاید']"
عطای او را به لقای او بخشیدم,عطا او را به لقای او بخشید#بخش,dyanati_proverb,"['عطا', 'او', 'را', 'به', 'لقای', 'او', 'بخشید', '[UNK]', 'بخش']"
عقل کسی گرد شدن,عقل کسی گرد شدن,dyanati_proverb,"['عقل', 'کسی', 'گرد', 'شدن']"
فرار بر قرار ترجیح دادن,فرار بر قرار ترجیح دادن,dyanati_proverb,"['فرار', 'بر', 'قرار', 'ترجیح', 'دادن']"
فردا هم روز خداست,فردا هم روز خداست,dyanati_proverb,"['فردا', 'هم', 'روز', 'خداست']"
فلانی اجاقش کوره,فلانی اجاق کوره,dyanati_proverb,"['فلانی', 'اجاق', 'کوره']"
فضول و بردن جهنم گفت هیزمش تر است,فضول و بردن جهنم گفت#گو هیزمش‌تر است,dyanati_proverb,"['فضول', 'و', 'بردن', 'جهنم', 'گفت', '[UNK]', 'گو', 'هیزم', '##شتر', 'است']"
فرومایه هزار سنگ بر می دارد و طاقت سختی نمی آورد,فرومایه هزار سنگ‌بر داشت#دار و طاقت سختی نمی‌اورد,dyanati_proverb,"['فرومایه', 'هزار', 'سنگ', '##بر', 'داشت', '[UNK]', 'دار', 'و', 'طاقت', 'سختی', 'نمیاورد']"
فرق است میان آنکه یارش در بر آنکه دو چشم انتظارش بر در,فرق است میان انکه یارش در بر انکه دو چشم انتظار بر در,dyanati_proverb,"['فرق', 'است', 'میان', 'انکه', 'یارش', 'در', 'بر', 'انکه', 'دو', 'چشم', 'انتظار', 'بر', 'در']"
فکر نان کن که خربزه آب است,فکر نان کن که خربزه اب است,dyanati_proverb,"['فکر', 'نان', 'کن', 'که', 'خربزه', 'اب', 'است']"
فهم سخن چون نکند مستمع قوت طبع از متکلم مجوی,فهم سخن چون کرد#کن مستمع قوت طبع از متکلم مجوی,dyanati_proverb,"['فهم', 'سخن', 'چون', 'کرد', '[UNK]', 'کن', 'مستمع', 'قوت', 'طبع', 'از', 'متکلم', 'مج', '##وی']"
قصاص در این دنیاست,قصاص در این دنیاست,dyanati_proverb,"['قصاص', 'در', 'این', 'دنیاست']"
قلق کسی را به دست آوردن,قلق کسی را به دست اوردن,dyanati_proverb,"['قلق', 'کسی', 'را', 'به', 'دست', 'اوردن']"
قاشق نداره آش بخورد,قاشق نداره اش خورد#خور,dyanati_proverb,"['قاشق', 'نداره', 'اش', 'خورد', '[UNK]', 'خور']"
قوز القوز,قوز القوز,dyanati_proverb,"['قوز', 'الق', '##وز']"
قارت و قورت کردن,قارت و قورت کردن,dyanati_proverb,"['قار', '##ت', 'و', 'قورت', 'کردن']"
قرآن بر سر زبان است و در میان جان,قران بر سر زبان است و در میان جان,dyanati_proverb,"['قران', 'بر', 'سر', 'زبان', 'است', 'و', 'در', 'میان', 'جان']"
کو گوش شنوا,کو گوش شنوا,dyanati_proverb,"['کو', 'گوش', 'شنوا']"
کاچی بهتر از هیچی است,کاچی بهتر از هیچی است,dyanati_proverb,"['کاچی', 'بهتر', 'از', 'هیچی', 'است']"
کوزه گر از کوزه شکسته آب می خورد,کوزه‌گر از کوزه شکسته اب خورد#خور,dyanati_proverb,"['کوزهگر', 'از', 'کوزه', 'شکسته', 'اب', 'خورد', '[UNK]', 'خور']"
کارها به صبر برآید و مستعجل به سر در آید,کارها به صبر براید و مستعجل به سر در اید,dyanati_proverb,"['کارها', 'به', 'صبر', 'براید', 'و', 'مستع', '##جل', 'به', 'سر', 'در', 'اید']"
کس نبیند بخیل فاضل را کر نه در عیب گفتنش کوشد ور کریمی دو صد گز دارد کرمش عیبها فرو پوشد,کس دید#بین بخیل فاضل را کر نه در عیب گفتن کوشید#کوش ور کریمی دو صد گز داشت#دار کرم عیب فرو پوشید#پوش,dyanati_proverb,"['کس', 'دید', '[UNK]', 'بین', 'بخیل', 'فاضل', 'را', 'کر', 'نه', 'در', 'عیب', 'گفتن', 'کوشید', '[UNK]', 'کوش', 'ور', 'کریمی', 'دو', 'صد', 'گز', 'داشت', '[UNK]', 'دار', 'کرم', 'عیب', 'فرو', 'پوشید', '[UNK]', 'پوش']"
کرم بین و لطف خداوندگار گر بنده کرده است و او شرمسار,کرم بین و لطف خداوندگار‌گر بنده کرد#کن و او شرمسار,dyanati_proverb,"['کرم', 'بین', 'و', 'لطف', 'خداوندگار', '##گر', 'بنده', 'کرد', '[UNK]', 'کن', 'و', 'او', 'شرمسار']"
کند همجنس با همجنس پرواز,کند همجنس با همجنس پرواز,dyanati_proverb,"['کند', 'همجنس', 'با', 'همجنس', 'پرواز']"
گاومون زاییده,گاومون زاییده,dyanati_proverb,"['گاو', '##مون', 'زاییده']"
گردن کج کردن,گردن کج کردن,dyanati_proverb,"['گردن', 'کج', 'کردن']"
گز نکرده پاره کردن,گز نکرده پاره کردن,dyanati_proverb,"['گز', 'نکرده', 'پاره', 'کردن']"
گرگ که پیر می شود، رقاص شغال می شود,گرگ که پیر شد#شو رقاص شغال شد#شو,dyanati_proverb,"['گرگ', 'که', 'پیر', 'شد', '[UNK]', 'شو', 'رقاص', 'شغال', 'شد', '[UNK]', 'شو']"
لگد به بخت خود زدن,لگد به بخت خود زدن,dyanati_proverb,"['لگد', 'به', 'بخت', 'خود', 'زدن']"
لنگه کفش کهنه در بیابان نعمت است,لنگه کفش کهنه در بیابان نعمت است,dyanati_proverb,"['لنگه', 'کفش', 'کهنه', 'در', 'بیابان', 'نعمت', 'است']"
لبش بوی شیر می دهد,لبش بوی شیر داد#ده,dyanati_proverb,"['لبش', 'بوی', 'شیر', 'داد', '[UNK]', 'ده']"
لفت دادن کاری,لفت دادن کاشت#کار,dyanati_proverb,"['لفت', 'دادن', 'کاشت', '[UNK]', 'کار']"
لذتی که در بخشش هست در انتقام نیست,لذتی که در بخشش هست در انتقام نیست,dyanati_proverb,"['لذتی', 'که', 'در', 'بخشش', 'هست', 'در', 'انتقام', 'نیست']"
مگر کله گنجشک خورده ای؟,مگر کله گنجشک خورد#خور,dyanati_proverb,"['مگر', 'کله', 'گنجشک', 'خورد', '[UNK]', 'خور']"
مار خورده و افعی شده,مار خورده و افعی شده,dyanati_proverb,"['مار', 'خورده', 'و', 'افعی', 'شده']"
من یک پیراهن بیشتر از تو پاره کردم,من یک پیراهن بیشتر از تو پاره کرد#کن,dyanati_proverb,"['من', 'یک', 'پیراهن', 'بیشتر', 'از', 'تو', 'پاره', 'کرد', '[UNK]', 'کن']"
مرغ همسایه غاز است,مرغ همسایه غاز است,dyanati_proverb,"['مرغ', 'همسایه', 'غاز', 'است']"
مار پوست خود بگذارد اما خوی خود نگذارد,مار پوست خود گذارد#گذار اما خوی خود گذارد#گذار,dyanati_proverb,"['مار', 'پوست', 'خود', 'گذارد', '[UNK]', 'گذار', 'اما', 'خوی', 'خود', 'گذارد', '[UNK]', 'گذار']"
مگو اندوه خویش با دشمنان که المول گویند شادی کنان,مگو اندوه خویش با دشمن که المول گفت#گوی شادی کنان,dyanati_proverb,"['مگو', 'اندوه', 'خویش', 'با', 'دشمن', 'که', 'المول', 'گفت', '[UNK]', 'گوی', 'شادی', 'کنان']"
مورچگان را چو بود اتفاق شیر ژیان را به راننده پوست,مورچگان را چو بود#است اتفاق شیر ژیان را به راننده پوست,dyanati_proverb,"['مور', '##چگان', 'را', 'چو', 'بود', '[UNK]', 'است', 'اتفاق', 'شیر', 'ژیان', 'را', 'به', 'راننده', 'پوست']"
من می گویم نر است تو می گویی بدوش,من گفت#گو نر است تو گفت#گوی بدو,dyanati_proverb,"['من', 'گفت', '[UNK]', 'گو', 'نر', 'است', 'تو', 'گفت', '[UNK]', 'گوی', 'بدو']"
مار تو آستین پرورش دادن,مار تو استین پرورش دادن,dyanati_proverb,"['مار', 'تو', 'استین', 'پرورش', 'دادن']"
مال از بهر آسایش عمر است نه عمر از بهر گرد کردن مال,مال از بهر اسا عمر است نه عمر از بهر گرد کردن مال,dyanati_proverb,"['مال', 'از', 'بهر', 'اسا', 'عمر', 'است', 'نه', 'عمر', 'از', 'بهر', 'گرد', 'کردن', 'مال']"
مومن مسجد ندیده,مومن مسجد ندیده,dyanati_proverb,"['مومن', 'مسجد', 'ندیده']"
ناز شست گرفتن,ناز شست گرفتن,dyanati_proverb,"['ناز', 'شست', 'گرفتن']"
نفس از جای گرم برآمدن,نفس از جای گرم برامدن,dyanati_proverb,"['نفس', 'از', 'جای', 'گرم', 'برامدن']"
نم پس نمی دهد,نم پس داد#ده,dyanati_proverb,"['نم', 'پس', 'داد', '[UNK]', 'ده']"
نخود هر آش شدن,نخود هر اش شدن,dyanati_proverb,"['نخود', 'هر', 'اش', 'شدن']"
نور عال نور بودن,نور عال نور بودن,dyanati_proverb,"['نور', 'عال', 'نور', 'بودن']"
نمک پرورده بودن,نمک‌پرورده بودن,dyanati_proverb,"['نمک', '##پرورده', 'بودن']"
نان خود خوردن و نشستن به که کمر زرین بستن و به خدمت ایستادن,نان خود خوردن و نشستن به که کمر زرین بستن و به خدمت ایستادن,dyanati_proverb,"['نان', 'خود', 'خوردن', 'و', 'نشستن', 'به', 'که', 'کمر', 'زرین', 'بستن', 'و', 'به', 'خدمت', 'ایستادن']"
نصیحت پادشاهان کردن کسی را مسلم بود که نیم سر ندارد یا امید,نصیحت پادشاهان کردن کسی را مسلم بود#است که نیم سر داشت#دار یا امید,dyanati_proverb,"['نصیحت', 'پادشاهان', 'کردن', 'کسی', 'را', 'مسلم', 'بود', '[UNK]', 'است', 'که', 'نیم', 'سر', 'داشت', '[UNK]', 'دار', 'یا', 'امید']"
