idiom,label,source,meaning
لای چیزی را درز گرفتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> لای چیزی را درز گرفتن\nاز چیزی صحبت به میان نیاوردن؛ به چیزی پایان دادن\nمثال:\nاگر این موضوع برملا شود، آبروریزی به بار می آورد، همان بهتر که لایش را درز بگیریم."", ""پیشنهاد کاربران"": ""put a stop to something\n+ عکس و لینک""}"
لای سبیل یا لاسبیلی درکردن یا زیر سبیل یا زیرسبیلی درکردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> لای سبیل / لاسبیلی درکردن؛\nزیر سبیل / زیرسبیلی درکردن\nبه روی خود نیاوردن؛ اعتنا نکردن؛ نشنیده / ندیده گرفتن\nمثال:\nهمه ی اشاره ها و متلک های همکارانش را لاسبیلی درمی کرد و به کارش ادامه می داد به طوری که بیننده گمان می کرد حرف های آنها را نمی شنود یا نمی فهمد، اما یک بار در مستی سر درددلش باز شد و گفت که کلمه ای را فراموش نکرده و به موقع تلافی همه را سرشان در خواهد آورد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لایی کشیدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> لایی کشیدن\nبا ماشین به سرعت از میان دو ماشین دیگر گذشتن"", ""پیشنهاد کاربران"": ""Zip in and out of traffic\nمیتوان از واژه های: ویراژ، زیگزاگ و یا مارپیچ استفاده کرد. تا قبل از انقلاب واژه ویراژ بکار برده میشد. گرچه مانند واژه های پارک، پارکینگ، پلیس، ترافیک، گاردریل، تابلو و نیوجرسی که در ف هنگ پلیس راهور استفاده میشود، اشالی دیده نمیشود که واژه ویراژ هم در کنار آنها اضافه شود.\n...\n[مشاهده متن کامل]\nتوضیح اینکه واژه لایی کشیدن کلمه ایست که در اصطلاحات قماربازان بکار برده میشود که در شان فرهنگ ترافیک نیست بکار رود.\nلایی کشیدن در فرهنگ عامیانه به معنی سبقت از میان دو خودرو در حال حرکت به صورت خطرناک و زیگزاگ.\n+ عکس و لینک""}"
لب چشمه می روم خشکه می شه,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لب چشمه می روم خشکه می شه\nبسیار بدشانس و بدقدم بودن."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لب و لوچه ی اویزان,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( لب ولوچه ی آویزان )\nمعنی اصطلاح -> لب ولوچه ی آویزان\nحالت سرخوردگی / ناامیدی / ناخشنودی\nمثال:\nوعده ی آب تنی در دریاچه و درازکشیدن زیر آفتاب را به خودمان داده بودیم، اما باران شدیدی گرفت و ما با لب ولوچه ی آویزان برگشتیم.\nتوضیح:\nهمچنین ← «سبیل کسی آویزان شدن»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لبگند,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> لبگند\nلبخند دارای درد و رنج. لبخند زورکی"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لج کردن یا لج رفتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> لج کردن؛ لج رفتن\nرفتار دشمنانه / مخالفت آمیز درپیش گرفتن؛ برخلاف میل کسی رفتار کردن\nمثال:\n- من هم لج کردم و گفتم اصلا نمی آم، هرکاری که دلتون می خواد بکنین.\n- احمدی و ممدی هم اول زل زده بودند و بعد آنها هم لج رفته بودند و عر و بوقی راه انداخته بودند که نگو.\n( سیمین دانشور- مردی که برنگشت - از کتاب شهری چون بهشت )"", ""پیشنهاد کاربران"": ""سر لج افتادن ؛ لج پیدا کردن. در لج واقع شدن.\n+ عکس و لینک""}"
لفت و لعاب دادن,Negative,abadis_proverb,"{""فرهنگ فارسی"": ""۱- زرق و برق دادن . ۲- سخنی را با الفاظ و عبارات دراز و متملقانه نقل کردن ."", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لفت و لعاب دادن\nوسواس به خرج دادن و تشریفات بیهوده در مورد چیزی، طول و تفصیل دادن کاری."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لقمه را باید به اندازه دهان برداشت,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لقمه را باید به اندازه دهان برداشت\nدر انجام و انتخاب کار یا همسر، باید به اندازه وسع و توان و شأن خود پیش رفت و قدم برداشت."", ""پیشنهاد کاربران"": ""لقمهٔ گنده تر از دهنت برندار\nnever fight a land war in Asia\n+ عکس و لینک""}"
لقمه را دور سر چرخاندن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لقمه را دور سر چرخاندن ( از پشت سر در دهان گذاشتن )\nپیچاندن و سخت کردن کار و آن را از مسیر درست و کوتاه انجام ندادن."", ""پیشنهاد کاربران"": ""لقمه را دور سر چرخاندن:[کنایه] کار را از راه غلط و پر دردسر انجام دادن. ( چرا لقمه را دور سرت می چرخانی؟ این کار را از جایش بگیر و بپیچان )\n( صدری افشار، غلامحسین و همکاران، فرهنگ فارسی معاصر )\n+ عکس و لینک""}"
لولهنگ یا لولنگ کسی اب برداشتن یا گرفتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( لولهنگ یا لولنگ کسی آب برداشتن یا گرفتن )\nمعنی اصطلاح -> لولهنگ / لولنگ کسی آب برداشتن / گرفتن\nکنایه از اعتبار یا قدرت داشتن / ثروتمند بودن\nمثال:\nپشت سرش می گفتند که پول هایش را از راه های غیرقانونی و ناباب درآورده، اما چون لولهنگش آب می گرفت، همه احترامش را نگاه می داشتند.\nتوضیح:\nلولهنگ / لولنگ / لولهین / لولئین به آفتابه ی سفالین و لولهنگ خانه /... به مستراح های عمومی گفته می شده.\n... با آنکه لولئین خانه ها عموما وقف بودند و آفتابه به رایگان دراختیار مردم قرار می گرفت، لولئین دار یعنی کسی که آفتابه ها را آب می کرد، برای آنها که... صد دینار و سه شاهی می دادند، دو آفتابه آب [ می کرد ] و برایشان جفت می کرد و جلوی آنها که پول نمی دادند، آفتابه ی سوراخ می گذاشت.\n( تهران قدیم – جعفر شهری )\nهمچنین ← «کوزه ی کسی آب / آبی گرفتن»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لولو سر خرمن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لولو سر خرمن\nآدم بی مصرف، در حد مترسک."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لی لی به لالای کسی گذاشتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> لی لی به لالای کسی گذاشتن\nلوس کردن و به دل کسی را آمدن."", ""پیشنهاد کاربران"": ""لی لی به لالای کسی گذاشتن: او را لوس بار آوردن , توجه بیش از حد به او کردن .\n( ( به بته های بی برگ نگاه کرد. به شاخه های لخت پیچک ها چسبیده به دیوارهای حیاط . زیر لب گفت \"" اگر شازده خانم واقعی بود این قدر لی لی به لالاش نمی گذاشتند. ) )\n...\n[مشاهده متن کامل]\n( ( عادت می کنیم ، زویا پیرزاد ، چاپ 23 ، 1390 ، ص 14. ) )\nindulge\n+ عکس و لینک""}"
لی لی به لالای کسی گذاشتن یا الی به لی لی کسی گذاشتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( لی لی به لالای کسی گذاشتن یا آلی به لی لی کسی گذاشتن )\nمعنی اصطلاح -> لی لی به لالای کسی گذاشتن؛\nآلی به لی لیِ کسی گذاشتن\nکسی را نازپرورده کردن و همه ی خواسته های او را برآوردن؛ به کسی بیش از اندازه مهربانی / توجه کردن؛ عیب های کسی را نادیده گرفتن\nمثال:\nخانم، این قدر لی لی به لالای این پسره نذار، پس فردا می ره توی اجتماع و می بینه که این خبرها نیست، اون وقت سرخورده می شه و نمی تونه زندگی خودشو اداره کنه."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
